DATE,Microcycle,Injury,TD,HSR,+25 Km/h,ACC,DEC,PlayerID,Max Speed,Sprints,Mins,Max Speed Season,Avg Speed Season,% Max Speed,Speed Diff Max Avg,TD_max,TD_avg,HSR_max,HSR_avg,+25 Km/h_max,+25 Km/h_avg,ACC_max,ACC_avg,DEC_max,DEC_avg,Sprints_max,Sprints_avg,TD_Rel,HSR_Rel,+25 Km/h_Rel,ACC_Rel,DEC_Rel,Sprints_Rel,TD-3,HSR-3,+25 Km/h-3,ACC-3,DEC-3,Sprints-3,TD-7,HSR-7,+25 Km/h-7,ACC-7,DEC-7,Sprints-7,TD-21,HSR-21,+25 Km/h-21,ACC-21,DEC-21,Sprints-21,TD/Mins,HSR/Mins,+25 Km/h/Mins,ACC/Mins,DEC/Mins,Sprints/Mins
2023-03-29,M-3,0.0,3377.0,25.0,0.0,22.0,17.0,20083.0,22.25,0.0,39.25,36.77,21.71665207877461,60.51128637476203,2.455939890231399,7291.0,5553.571428571428,488.0,183.71428571428572,200.0,35.142857142857146,75.0,51.57142857142857,65.0,39.57142857142857,11.0,2.4285714285714284,52.58,7.44,0.0,34.76,32.51,0.0,6564.0,45.0,0.0,51.0,43.0,0.0,18076.0,491.0,108.0,191.0,152.0,8.0,67522.0,2149.0,667.0,668.0,559.0,42.0,86.03821656050955,0.6369426751592356,0.0,0.5605095541401274,0.43312101910828027,0.0
2023-03-30,M-2,0.0,4260.0,200.0,11.0,58.0,16.0,20083.0,28.4,1.0,80.98,36.77,21.71665207877461,77.2368778895839,30.77522215202569,7291.0,5553.571428571428,488.0,183.71428571428572,200.0,35.142857142857146,75.0,51.57142857142857,65.0,39.57142857142857,11.0,2.4285714285714284,66.33,59.55,9.36,91.65,30.6,14.89,7637.0,225.0,11.0,80.0,33.0,1.0,17722.0,683.0,119.0,181.0,117.0,9.0,67823.0,2287.0,678.0,681.0,552.0,43.0,52.60558162509261,2.469745616201531,0.13583600889108421,0.716226228698444,0.19757964929612248,0.012348728081007655
2023-03-31,M-1,0.0,2437.0,9.0,0.0,23.0,13.0,20083.0,23.24,0.0,47.68,36.77,21.71665207877461,63.20369866739189,7.014653620178767,7291.0,5553.571428571428,488.0,183.71428571428572,200.0,35.142857142857146,75.0,51.57142857142857,65.0,39.57142857142857,11.0,2.4285714285714284,37.95,2.68,0.0,36.34,24.86,0.0,10074.0,234.0,11.0,103.0,46.0,1.0,13261.0,254.0,11.0,132.0,72.0,1.0,67248.0,2280.0,678.0,669.0,540.0,43.0,51.111577181208055,0.18875838926174496,0.0,0.4823825503355705,0.2726510067114094,0.0
2023-04-01,MD,0.0,3501.0,133.0,61.0,20.0,18.0,20083.0,30.66,3.0,69.89,36.77,21.71665207877461,83.38319282023387,41.18198278806717,7291.0,5553.571428571428,488.0,183.71428571428572,200.0,35.142857142857146,75.0,51.57142857142857,65.0,39.57142857142857,11.0,2.4285714285714284,54.51,39.6,51.88,31.6,34.43,44.68,10198.0,342.0,72.0,101.0,47.0,4.0,16762.0,387.0,72.0,152.0,90.0,4.0,65160.0,1915.0,594.0,638.0,522.0,37.0,50.093003290885676,1.9029904135069395,0.8728001144655888,0.28616397195593074,0.2575475747603377,0.042924595793389614
2023-04-02,M+1,0.0,4691.0,189.0,104.0,60.0,42.0,20083.0,30.26,5.0,72.67,36.77,21.71665207877461,82.29534946967635,39.34007825071471,7291.0,5553.571428571428,488.0,183.71428571428572,200.0,35.142857142857146,75.0,51.57142857142857,65.0,39.57142857142857,11.0,2.4285714285714284,73.04,56.27,88.46,94.81,80.33,74.47,10629.0,331.0,165.0,103.0,73.0,8.0,21453.0,576.0,176.0,212.0,132.0,9.0,65168.0,2046.0,698.0,633.0,512.0,42.0,64.55208476675382,2.6007981285262143,1.4311270125223614,0.8256501995321315,0.5779551396724921,0.06880418329434429
2023-04-04,M-3,0.0,5450.0,262.0,29.0,75.0,58.0,20083.0,30.55,3.0,89.2,36.77,21.71665207877461,83.08403589883056,40.67545904029525,7291.0,5553.571428571428,488.0,183.71428571428572,200.0,35.142857142857146,75.0,51.57142857142857,65.0,39.57142857142857,11.0,2.4285714285714284,84.86,78.01,24.67,118.51,110.93,44.68,10141.0,451.0,133.0,135.0,100.0,8.0,23716.0,818.0,205.0,258.0,164.0,12.0,61798.0,2074.0,665.0,639.0,509.0,40.0,61.09865470852018,2.937219730941704,0.3251121076233184,0.8408071748878924,0.6502242152466368,0.033632286995515695
2023-04-05,M-2,0.0,2552.0,31.0,0.0,17.0,13.0,20083.0,25.53,0.0,49.05,36.77,21.71665207877461,69.43160184933369,17.55955709652169,7291.0,5553.571428571428,488.0,183.71428571428572,200.0,35.142857142857146,75.0,51.57142857142857,65.0,39.57142857142857,11.0,2.4285714285714284,39.74,9.23,0.0,26.86,24.86,0.0,8002.0,293.0,29.0,92.0,71.0,3.0,22891.0,824.0,205.0,253.0,160.0,12.0,64350.0,2105.0,665.0,656.0,522.0,40.0,52.028542303771665,0.6320081549439348,0.0,0.3465851172273191,0.2650356778797146,0.0
2023-04-06,M-1,0.0,4494.0,71.0,7.0,38.0,35.0,20083.0,28.54,1.0,98.6,36.77,21.71665207877461,77.61762306227902,31.41988874009905,7291.0,5553.571428571428,488.0,183.71428571428572,200.0,35.142857142857146,75.0,51.57142857142857,65.0,39.57142857142857,11.0,2.4285714285714284,69.98,21.14,5.95,60.05,66.94,14.89,12496.0,364.0,36.0,130.0,106.0,4.0,23125.0,695.0,201.0,233.0,179.0,12.0,64908.0,2121.0,657.0,645.0,511.0,40.0,45.57809330628803,0.720081135902637,0.07099391480730223,0.385395537525355,0.3549695740365112,0.010141987829614604
2023-04-07,MD,0.0,5564.0,104.0,64.0,49.0,48.0,20083.0,32.49,3.0,79.12,36.77,21.71665207877461,88.36007614903453,49.60869604645476,7291.0,5553.571428571428,488.0,183.71428571428572,200.0,35.142857142857146,75.0,51.57142857142857,65.0,39.57142857142857,11.0,2.4285714285714284,86.64,30.97,54.43,77.43,91.8,44.68,12610.0,206.0,71.0,104.0,96.0,4.0,26252.0,790.0,265.0,259.0,214.0,15.0,67000.0,2207.0,704.0,657.0,535.0,42.0,70.32355915065723,1.3144590495449948,0.8088978766430738,0.6193124368048534,0.6066734074823054,0.037917087967644085
2023-04-08,M+1,0.0,4550.0,49.0,4.0,79.0,41.0,20083.0,27.81,1.0,72.23,36.77,21.71665207877461,75.63230894751155,28.05841295943079,7291.0,5553.571428571428,488.0,183.71428571428572,200.0,35.142857142857146,75.0,51.57142857142857,65.0,39.57142857142857,11.0,2.4285714285714284,70.85,14.59,3.4,124.83,78.42,14.89,14608.0,224.0,75.0,166.0,124.0,5.0,27301.0,706.0,208.0,318.0,237.0,13.0,65950.0,2030.0,588.0,693.0,523.0,36.0,62.99321611518759,0.6783884812404818,0.055378651529835246,1.0937283677142462,0.5676311781808112,0.013844662882458812
2023-04-09,M-1,0.0,3499.0,79.0,4.0,32.0,18.0,20083.0,27.56,1.0,67.54,36.77,21.71665207877461,74.95240685341311,26.90722262358549,7291.0,5553.571428571428,488.0,183.71428571428572,200.0,35.142857142857146,75.0,51.57142857142857,65.0,39.57142857142857,11.0,2.4285714285714284,54.48,23.52,3.4,50.56,34.43,14.89,13613.0,232.0,72.0,160.0,107.0,5.0,26109.0,596.0,108.0,290.0,213.0,9.0,66365.0,2106.0,592.0,693.0,519.0,37.0,51.80633698549008,1.16967722830915,0.059224163458691144,0.47379330766952915,0.26650873556411014,0.014806040864672786
2023-04-10,MD ,1.0,1144.0,121.0,23.0,18.0,11.0,20083.0,28.3,1.0,9.52,36.77,21.71665207877461,76.96491705194451,30.31474601768758,7291.0,5553.571428571428,488.0,183.71428571428572,200.0,35.142857142857146,75.0,51.57142857142857,65.0,39.57142857142857,11.0,2.4285714285714284,17.81,36.03,19.56,28.44,21.04,14.89,9193.0,249.0,31.0,129.0,70.0,3.0,27253.0,717.0,131.0,308.0,224.0,10.0,60218.0,1739.0,415.0,660.0,465.0,27.0,120.16806722689076,12.710084033613446,2.415966386554622,1.8907563025210086,1.1554621848739497,0.10504201680672269
2021-09-25,MD,0.0,4481.0,267.0,93.0,41.0,42.0,21079.0,33.9,49.0,99.77,36.54,21.96298591549297,92.77504105090313,54.3505975482437,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,44.31,35.35,30.14,44.81,46.11,78.8,9461.0,609.0,285.0,86.0,86.0,98.0,9461.0,609.0,285.0,86.0,86.0,98.0,54527.0,2910.0,1173.0,483.0,444.0,298.0,44.91330059136013,2.67615515686078,0.9321439310413953,0.41094517389996993,0.42096822692192043,0.4911295980755738
2021-10-02,MD,0.0,9594.0,556.0,144.0,83.0,72.0,21079.0,31.41,49.0,98.75,36.54,21.96298591549297,85.96059113300493,43.01334126815147,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,94.86,73.6,46.66,90.71,79.05,78.8,9594.0,556.0,144.0,83.0,72.0,49.0,9594.0,556.0,144.0,83.0,72.0,49.0,49924.0,2710.0,996.0,454.0,393.0,270.0,97.15443037974684,5.630379746835443,1.4582278481012658,0.8405063291139241,0.7291139240506329,0.4962025316455696
2021-10-16,MD,0.0,10217.0,664.0,225.0,96.0,99.0,21079.0,33.55,62.0,90.8,36.54,21.96298591549297,91.81718664477285,52.75700730807009,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,101.02,87.9,72.91,104.92,108.69,99.7,10217.0,664.0,225.0,96.0,99.0,62.0,10217.0,664.0,225.0,96.0,99.0,62.0,19811.0,1220.0,369.0,179.0,171.0,111.0,112.52202643171806,7.312775330396476,2.4779735682819384,1.0572687224669604,1.0903083700440528,0.6828193832599119
2021-10-23,MD,0.0,7273.0,520.0,222.0,57.0,65.0,21079.0,33.81,37.0,69.29,36.54,21.96298591549297,92.52873563218391,53.9408172007705,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,71.91,68.84,71.94,62.3,71.36,59.5,7273.0,520.0,222.0,57.0,65.0,37.0,7273.0,520.0,222.0,57.0,65.0,37.0,17490.0,1184.0,447.0,153.0,164.0,99.0,104.96464136238994,7.504690431519699,3.2039255303795637,0.8226295280704286,0.9380863039399624,0.533987588396594
2021-10-30,MD,0.0,10841.0,968.0,420.0,87.0,86.0,21079.0,34.91,78.0,96.24,36.54,21.96298591549297,95.5391351943076,58.94924366988752,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,107.19,128.15,136.1,95.08,94.42,125.43,10841.0,968.0,420.0,87.0,86.0,78.0,10841.0,968.0,420.0,87.0,86.0,78.0,28331.0,2152.0,867.0,240.0,250.0,177.0,112.64546965918538,10.05818786367415,4.364089775561098,0.9039900249376559,0.8935993349958438,0.8104738154613467
2021-11-07,MD,0.0,10554.0,734.0,361.0,95.0,108.0,21079.0,21.96298591549297,75.0,100.45,36.54,21.96298591549297,0.0,-100.0,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,104.35,97.17,116.99,103.83,118.57,120.61,10554.0,734.0,361.0,95.0,108.0,75.0,10554.0,734.0,361.0,95.0,108.0,75.0,28668.0,2222.0,1003.0,239.0,259.0,190.0,105.06719761075162,7.307117969138875,3.593827775012444,0.9457441513190642,1.0751617720258835,0.746640119462419
2021-11-17,M-3,0.0,1900.0,40.0,37.0,22.0,18.0,21079.0,31.23,4.0,21.57,36.54,21.96298591549297,85.4679802955665,42.19378057320505,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,18.79,5.3,11.99,24.04,19.76,6.43,1900.0,40.0,37.0,22.0,18.0,4.0,1900.0,40.0,37.0,22.0,18.0,4.0,23295.0,1742.0,818.0,204.0,212.0,157.0,88.0853036624942,1.8544274455261938,1.7153453871117292,1.0199350950394066,0.8344923504867872,0.1854427445526194
2021-11-18,M-2,0.0,2408.0,153.0,0.0,32.0,19.0,21079.0,23.12,6.0,34.0,36.54,21.96298591549297,63.27312534209086,5.268018150896597,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,23.81,20.25,0.0,34.97,20.86,9.65,4308.0,193.0,37.0,54.0,37.0,10.0,4308.0,193.0,37.0,54.0,37.0,10.0,25703.0,1895.0,818.0,236.0,231.0,163.0,70.82352941176471,4.5,0.0,0.9411764705882353,0.5588235294117647,0.17647058823529413
2021-11-20,MD,0.0,7204.0,519.0,311.0,59.0,58.0,21079.0,33.73,42.0,65.93,36.54,21.96298591549297,92.30979748221127,53.57656800301652,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,71.23,68.71,100.78,64.48,63.68,67.54,9612.0,672.0,311.0,91.0,77.0,48.0,11512.0,712.0,348.0,113.0,95.0,52.0,22066.0,1446.0,709.0,208.0,203.0,127.0,109.26740482329743,7.871985439102077,4.717124222660397,0.8948885181252842,0.8797209161231608,0.6370392840891854
2022-01-21,MD,0.0,3573.0,410.0,109.0,68.0,34.0,21079.0,29.38,20.0,49.95,36.54,21.96298591549297,80.40503557744937,33.77051787514454,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,35.33,54.28,35.32,74.32,37.33,32.16,3573.0,410.0,109.0,68.0,34.0,20.0,3573.0,410.0,109.0,68.0,34.0,20.0,3573.0,410.0,109.0,68.0,34.0,20.0,71.53153153153153,8.208208208208207,2.182182182182182,1.3613613613613613,0.6806806806806807,0.40040040040040037
2022-01-22,M+1,0.0,2239.0,136.0,66.0,30.0,3.0,21079.0,31.82,12.0,39.37,36.54,21.96298591549297,87.08264915161467,44.88011840664056,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,22.14,18.0,21.39,32.79,3.29,19.3,5812.0,546.0,175.0,98.0,37.0,32.0,5812.0,546.0,175.0,98.0,37.0,32.0,5812.0,546.0,175.0,98.0,37.0,32.0,56.87071374142749,3.454406908813818,1.6764033528067057,0.7620015240030481,0.07620015240030481,0.30480060960121924
2022-02-12,MD,0.0,5069.0,462.0,156.0,46.0,46.0,21079.0,30.75,27.0,47.74,36.54,21.96298591549297,84.15435139573071,40.00828538668124,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,50.12,61.16,50.55,50.27,50.5,43.42,5069.0,462.0,156.0,46.0,46.0,27.0,5069.0,462.0,156.0,46.0,46.0,27.0,5069.0,462.0,156.0,46.0,46.0,27.0,106.17930456640134,9.67741935483871,3.26770004189359,0.9635525764558022,0.9635525764558022,0.5655634687892752
2022-02-13,M+1,0.0,4984.0,187.0,51.0,68.0,43.0,21079.0,34.39,17.0,84.86,36.54,21.96298591549297,94.11603721948549,56.58162388448676,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,49.28,24.76,16.53,74.32,47.21,27.34,10053.0,649.0,207.0,114.0,89.0,44.0,10053.0,649.0,207.0,114.0,89.0,44.0,10053.0,649.0,207.0,114.0,89.0,44.0,58.732029224605235,2.2036295074239924,0.6009898656610888,0.8013198208814518,0.5067169455573887,0.20032995522036295
2022-02-15,M-4,0.0,6656.0,256.0,70.0,65.0,58.0,21079.0,30.66,23.0,92.24,36.54,21.96298591549297,83.9080459770115,39.59850503920803,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,65.81,33.89,22.68,71.04,63.68,36.99,11640.0,443.0,121.0,133.0,101.0,40.0,16709.0,905.0,277.0,179.0,147.0,67.0,16709.0,905.0,277.0,179.0,147.0,67.0,72.15958369470945,2.7753686036426712,0.758889852558543,0.704683434518647,0.6287944492627927,0.24934952298352125
2022-02-16,M-3,0.0,5636.0,193.0,10.0,90.0,61.0,21079.0,27.26,21.0,85.07,36.54,21.96298591549297,74.60317460317461,24.11791413466441,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,55.73,25.55,3.24,98.36,66.97,33.77,12292.0,449.0,80.0,155.0,119.0,44.0,22345.0,1098.0,287.0,269.0,208.0,88.0,22345.0,1098.0,287.0,269.0,208.0,88.0,66.25132244034326,2.2687198777477375,0.11755025273304338,1.0579522745973904,0.7170565416715646,0.24685553073939112
2022-02-18,M-1,0.0,1435.0,7.0,0.0,19.0,7.0,21079.0,21.46,1.0,32.5,36.54,21.96298591549297,58.73015873015873,-2.290152702498228,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,14.19,0.93,0.0,20.77,7.69,1.61,7071.0,200.0,10.0,109.0,68.0,22.0,23780.0,1105.0,287.0,288.0,215.0,89.0,23780.0,1105.0,287.0,288.0,215.0,89.0,44.15384615384615,0.2153846153846154,0.0,0.5846153846153846,0.2153846153846154,0.03076923076923077
2022-02-19,MD,0.0,10361.0,734.0,301.0,82.0,93.0,21079.0,35.37,59.0,93.09,36.54,21.96298591549297,96.79802955665023,61.04367655697285,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,102.45,97.17,97.54,89.62,102.1,94.88,11796.0,741.0,301.0,101.0,100.0,60.0,29072.0,1377.0,432.0,324.0,262.0,121.0,34141.0,1839.0,588.0,370.0,308.0,148.0,111.30089161026963,7.884842625416264,3.23343001396498,0.88086797722634,0.999033193683532,0.6337952519067569
2022-02-21,M+2,0.0,1335.0,0.0,0.0,9.0,0.0,21079.0,16.47,0.0,17.51,36.54,21.96298591549297,45.07389162561577,-25.01019641240196,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,13.2,0.0,0.0,9.84,0.0,0.0,11696.0,734.0,301.0,91.0,93.0,59.0,25423.0,1190.0,381.0,265.0,219.0,104.0,35476.0,1839.0,588.0,379.0,308.0,148.0,76.24214734437463,0.0,0.0,0.5139920045688178,0.0,0.0
2022-02-22,M-1,0.0,3115.0,63.0,13.0,67.0,50.0,21079.0,28.58,7.0,53.16,36.54,21.96298591549297,78.21565407772304,30.12802589760486,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,30.8,8.34,4.21,73.22,54.89,11.26,4450.0,63.0,13.0,76.0,50.0,7.0,21882.0,997.0,324.0,267.0,211.0,88.0,38591.0,1902.0,601.0,446.0,358.0,155.0,58.5966892400301,1.1851015801354403,0.24454477050413848,1.2603461249059444,0.9405568096313018,0.13167795334838225
2022-02-23,MD,0.0,10391.0,585.0,325.0,79.0,100.0,21079.0,35.07,53.0,96.29,36.54,21.96298591549297,95.97701149425288,59.67774206539548,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,102.74,77.44,105.32,86.34,109.79,85.23,14841.0,648.0,338.0,155.0,150.0,60.0,26637.0,1389.0,639.0,256.0,250.0,120.0,48982.0,2487.0,926.0,525.0,458.0,208.0,107.91359435039983,6.075397237511683,3.3752206875064905,0.8204382594246546,1.0385294423096894,0.5504206044241354
2022-02-25,M-1,0.0,1931.0,42.0,0.0,23.0,16.0,21079.0,24.32,5.0,47.55,36.54,21.96298591549297,66.55719759168035,10.73175611720611,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,19.09,5.56,0.0,25.14,17.57,8.04,12322.0,627.0,325.0,102.0,116.0,58.0,27133.0,1424.0,639.0,260.0,259.0,124.0,50913.0,2529.0,926.0,548.0,474.0,213.0,40.60988433228181,0.8832807570977919,0.0,0.4837013669821241,0.33648790746582546,0.10515247108307046
2022-02-26,MD,1.0,11347.0,987.0,339.0,86.0,99.0,21079.0,33.18,62.0,94.32,36.54,21.96298591549297,90.80459770114943,51.072354768458,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,112.19,130.66,109.86,93.99,108.69,99.7,13278.0,1029.0,339.0,109.0,115.0,67.0,28119.0,1677.0,677.0,264.0,265.0,127.0,62260.0,3516.0,1265.0,634.0,573.0,275.0,120.30322307039866,10.46437659033079,3.594147582697201,0.9117896522476676,1.049618320610687,0.6573367260390162
2022-04-30,MD,0.0,9683.0,744.0,352.0,86.0,89.0,21079.0,33.69,57.0,95.3,36.54,21.96298591549297,92.20032840722496,53.39444340413953,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,95.74,98.49,114.07,93.99,97.71,91.66,18732.0,965.0,358.0,216.0,186.0,80.0,28497.0,1139.0,432.0,307.0,230.0,112.0,82221.0,3612.0,998.0,887.0,716.0,332.0,101.60545645330535,7.806925498426024,3.6935991605456455,0.9024134312696748,0.9338929695697796,0.5981112277019938
2022-05-03,M-4,0.0,4373.0,75.0,6.0,86.0,68.0,21079.0,27.97,11.0,82.51,36.54,21.96298591549297,76.54625068418171,27.35062576473086,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,43.24,9.93,1.94,93.99,74.65,17.69,4602.0,75.0,6.0,91.0,69.0,22.0,23334.0,1040.0,364.0,307.0,255.0,102.0,80956.0,3470.0,910.0,906.0,732.0,334.0,52.99963640770815,0.9089807296085323,0.07271845836868258,1.0422979032844504,0.8241425281784026,0.13331717367591805
2022-05-04,M-3,0.0,7020.0,274.0,81.0,77.0,80.0,21079.0,33.0,27.0,89.2,36.54,21.96298591549297,90.311986863711,50.25279407351157,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,69.41,36.27,26.25,84.15,87.83,43.42,11622.0,349.0,87.0,168.0,149.0,49.0,30354.0,1314.0,445.0,384.0,335.0,129.0,82558.0,3210.0,980.0,928.0,769.0,332.0,78.69955156950672,3.0717488789237666,0.9080717488789237,0.8632286995515694,0.8968609865470851,0.30269058295964124
2022-05-05,M-2,0.0,4022.0,53.0,0.0,41.0,36.0,21079.0,23.71,8.0,70.47,36.54,21.96298591549297,64.88779419813903,7.954355984332105,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,39.77,7.02,0.0,44.81,39.52,12.86,15644.0,402.0,87.0,209.0,185.0,57.0,29263.0,1204.0,441.0,359.0,312.0,121.0,82340.0,3061.0,966.0,917.0,760.0,322.0,57.07393216971761,0.7520930892578402,0.0,0.5818078615013481,0.5108556832694764,0.11352348517099475
2022-05-06,M-1,0.0,3214.0,45.0,0.0,56.0,37.0,21079.0,25.14,5.0,43.67,36.54,21.96298591549297,68.80131362889983,14.46531039418427,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,31.78,5.96,0.0,61.2,40.62,8.04,14256.0,372.0,81.0,174.0,153.0,40.0,28541.0,1191.0,439.0,351.0,311.0,119.0,82960.0,3039.0,962.0,935.0,770.0,320.0,73.59743531028165,1.0304556904053126,0.0,1.2823448591710556,0.8472635676665903,0.1144950767117014
2022-05-07,MD,0.0,10456.0,681.0,293.0,83.0,89.0,21079.0,32.7,56.0,99.29,36.54,21.96298591549297,89.49096880131364,48.8868595819342,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,103.38,90.15,94.95,90.71,97.71,90.05,17692.0,779.0,293.0,180.0,162.0,69.0,29314.0,1128.0,380.0,348.0,311.0,118.0,83620.0,3160.0,1040.0,930.0,771.0,325.0,105.30768456037868,6.858696746903011,2.9509517574780944,0.8359351394903817,0.896364185718602,0.5640044314633901
2022-07-25,M+2,0.0,2555.0,0.0,0.0,0.0,0.0,21079.0,17.03,0.0,25.0,36.97,22.70865357142855,46.06437652150392,-25.00656216171832,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,25.26,0.0,0.0,0.0,0.0,0.0,2555.0,0.0,0.0,0.0,0.0,0.0,2555.0,0.0,0.0,0.0,0.0,0.0,2555.0,0.0,0.0,0.0,0.0,0.0,102.2,0.0,0.0,0.0,0.0,0.0
2022-07-26,M+3,0.0,4837.0,92.0,4.0,54.0,30.0,21079.0,27.05,12.0,60.4,36.97,22.70865357142855,73.16743305382742,19.11758623168052,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,47.83,12.18,1.3,59.02,32.94,19.3,7392.0,92.0,4.0,54.0,30.0,12.0,7392.0,92.0,4.0,54.0,30.0,12.0,7392.0,92.0,4.0,54.0,30.0,12.0,80.08278145695364,1.5231788079470199,0.06622516556291391,0.8940397350993378,0.49668874172185434,0.19867549668874174
2022-07-27,M-5,0.0,6140.0,208.0,149.0,77.0,55.0,21079.0,36.49,22.0,86.47,36.97,22.70865357142855,98.70164998647553,60.68764220310619,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,60.71,27.54,48.28,84.15,60.38,35.38,13532.0,300.0,153.0,131.0,85.0,34.0,13532.0,300.0,153.0,131.0,85.0,34.0,13532.0,300.0,153.0,131.0,85.0,34.0,71.00728576384873,2.405458540534289,1.7231409737481207,0.890482248178559,0.6360587486989707,0.2544234994795883
2022-07-29,M-3,0.0,5689.0,276.0,139.0,63.0,64.0,21079.0,33.72,28.0,84.2,36.97,22.70865357142855,91.20908845009467,48.48964908437217,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,56.25,36.54,45.04,68.85,70.26,45.03,11829.0,484.0,288.0,140.0,119.0,50.0,19221.0,576.0,292.0,194.0,149.0,62.0,19221.0,576.0,292.0,194.0,149.0,62.0,67.56532066508314,3.2779097387173395,1.6508313539192399,0.7482185273159144,0.7600950118764845,0.332541567695962
2022-07-30,M-2,0.0,3760.0,187.0,27.0,45.0,34.0,21079.0,30.67,18.0,70.46,36.97,22.70865357142855,82.95915607249121,35.05864583089249,11347.0,8880.344262295082,987.0,523.7786885245902,420.0,197.172131147541,105.0,78.0,108.0,74.17213114754098,78.0,46.368852459016395,37.18,24.76,8.75,49.18,37.33,28.95,9449.0,463.0,166.0,108.0,98.0,46.0,22981.0,763.0,319.0,239.0,183.0,80.0,22981.0,763.0,319.0,239.0,183.0,80.0,53.36361055918252,2.653988078342322,0.38319613965370425,0.6386602327561738,0.4825432869713313,0.25546409310246954
